Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
03/2023;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;2.897;308.825
03/2023;FTC;Contêiner Vazio de 40 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;811;86.454
03/2023;FTL;Areia;Aracapé;CE;Coroatá;MA;40;37.992
03/2023;FTL;Areia;Aracapé;CE;Crateus;CE;16;7.010
03/2023;FTL;Areia;Aracapé;CE;Oficina Demostenes Rockert;CE;36;702
03/2023;FTL;Areia;Aracapé;CE;São Luis - Tirirical;MA;30;35.509
03/2023;FTL;Areia;Aracapé;CE;Sobral;CE;40;9.223
03/2023;FTL;Areia;Aracapé;CE;Teresina;PI;80;58.440
03/2023;FTL;Areia;Oficina Demostenes Rockert;CE;Teresina;PI;1;731
03/2023;FTL;Celulose;Pátio Esso;MA;Itaqui;MA;132.320;264.640
03/2023;FTL;Cimento acondicionado;Fábrica Votorantim Pecém;CE;Mucuripe;CE;9.040;619.538
03/2023;FTL;Cimento acondicionado;Pecem;CE;São Luis - Tirirical;MA;2.223;2.589.534
03/2023;FTL;Cimento acondicionado;Pecem;CE;Teresina;PI;648;459.356
03/2023;FTL;Cimento acondicionado;Poty;CE;Mucuripe;CE;1.348;342.915
03/2023;FTL;Cimento acondicionado;Poty;CE;Teresina;PI;13.292;6.672.637
03/2023;FTL;Clínquer;Poty;CE;Fábrica Votorantim Pecém;CE;8.330;1.668.523
03/2023;FTL;Clínquer;Poty;CE;Pátio ABL;MA;7.750;7.423.368
03/2023;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;Aracapé;CE;135;7.778
03/2023;FTL;Coque;Mucuripe;CE;Poty;CE;7.418;1.887.050
03/2023;FTL;Demais Produtos;Babaçu;MA;Carga Ferro Gusa e Cruz;MA;9;2.439
03/2023;FTL;Demais Produtos;Carga Ferro Gusa e Cruz;MA;Babaçu;MA;9.226;2.473.831
03/2023;FTL;Demais Produtos;Caxias Nova;MA;Babaçu;MA;343;16.206
03/2023;FTL;Demais Produtos;Crateus;CE;Nova Russas;CE;7;415
03/2023;FTL;Demais Produtos;Oficina Demostenes Rockert;CE;Aracapé;CE;1;19
03/2023;FTL;Demais Produtos;Oficina Demostenes Rockert;CE;Cariré;CE;19;5.013
03/2023;FTL;Demais Produtos;Oficina Demostenes Rockert;CE;São Luis - Tirirical;MA;7;8.309
03/2023;FTL;Demais Produtos;Oiticica;CE;Crateus;CE;7;405
03/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Castelo;PI;23;14.182
03/2023;FTL;Demais Produtos;São Luis - Tirirical;MA;Codó;MA;23;6.610
03/2023;FTL;Demais Produtos;Teresina;PI;Aracapé;CE;2;1.461
03/2023;FTL;Demais Produtos;Teresina;PI;Pecem;CE;1;708
03/2023;FTL;Dormentes de Madeira;Aracapé;CE;Cristino Cruz;MA;16;12.449
03/2023;FTL;Dormentes de Madeira;Babaçu;MA;Castelo;PI;10;2.866
03/2023;FTL;Dormentes de Madeira;Babaçu;MA;Codó;MA;6;238
03/2023;FTL;Dormentes de Madeira;Babaçu;MA;Itapecuru Mirim;MA;6;1.215
03/2023;FTL;Dormentes de Madeira;Babaçu;MA;Miraíma;CE;12;8.105
03/2023;FTL;Dormentes de Madeira;Babaçu;MA;Oficina Demostenes Rockert;CE;12;10.284
03/2023;FTL;Dormentes de Madeira;Babaçu;MA;Reriutaba;CE;12;6.795
03/2023;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Altos;PI;11;5.413
03/2023;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Itapipoca Novo;CE;17;17.775
03/2023;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Miraíma;CE;17;17.044
03/2023;FTL;Dormentes de Madeira;São Luis - Tirirical;MA;Reriutaba;CE;17;15.237
03/2023;FTL;Gasolina;Itaqui;MA;Itarare;PI;14.778;6.844.426
03/2023;FTL;Gasolina;Itaqui;MA;Teresina;PI;5.011;2.299.563
03/2023;FTL;Óleo Diesel;Itaqui;MA;Itarare;PI;22.189;10.276.832
03/2023;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;3.886;1.784.549
03/2023;FTL;Pallets de Madeira;São Luis - Tirirical;MA;Pecem;CE;9;10.483
03/2023;FTL;Pallets de Madeira;Teresina;PI;Pecem;CE;94;66.634
03/2023;FTL;Prd. Siderúrgicos - Outros;Pecem;CE;São Luis - Tirirical;MA;794;924.917
03/2023;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;11.590;5.915.083
03/2023;MRS;Açúcar;Itirapina;SP;Santos;SP;83.405;32.763.818
03/2023;MRS;Açúcar;Pradopolis;SP;Santos;SP;109.793;59.261.165
03/2023;MRS;Açúcar;Rio Preto Paulista;SP;Santos;SP;7.829;5.249.986
03/2023;MRS;Areia;Cruzeiro;SP;Mooca;SP;20.492;4.799.964
03/2023;MRS;Areia;Cruzeiro;SP;Santo André;SP;4.092;1.016.776
03/2023;MRS;Areia;Roseira;SP;Água Branca;SP;6.841;1.262.520
03/2023;MRS;Areia;Roseira;SP;Mooca;SP;7.973;1.420.708
03/2023;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;57.629;39.122.772
03/2023;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;121.799;14.493.593
03/2023;MRS;Carvão Mineral;Porto Sudeste;RJ;Ouro Branco;MG;17.838;8.426.314
03/2023;MRS;Celulose;Pederneiras;SP;Santos;SP;195.500;101.868.403
03/2023;MRS;Celulose;São Silvestre;SP;Barnabé;SP;77.000;7.773.920
03/2023;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;19.578;12.962.907
03/2023;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;33.822;22.039.260
03/2023;MRS;Cimento acondicionado;Arará;RJ;São José dos Campos;SP;4.179;1.590.753
03/2023;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;11.751;6.234.352
03/2023;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;28.900;4.180.760
03/2023;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;4.737;1.705.684
03/2023;MRS;Cimento acondicionado;Volta Redonda;RJ;Eng. São Paulo;SP;646;218.444
03/2023;MRS;Cimento acondicionado;Volta Redonda;RJ;Mogi das Cruzes;SP;716;238.066
03/2023;MRS;Cimento acondicionado;Wilson Lobato;MG;Capuava;SP;1.431;1.232.367
03/2023;MRS;Cimento acondicionado;Wilson Lobato;MG;Eng. São Paulo;SP;1.964;1.648.316
03/2023;MRS;Cimento acondicionado;Wilson Lobato;MG;Santo André;SP;980;839.960
03/2023;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Conceiçãozinha;SP;141;74.782
03/2023;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Dias Tavares;MG;550;161.411
03/2023;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Eldorado;MG;1.742;1.119.426
03/2023;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Itatiaia;RJ;6;1.217
03/2023;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Edmar Alves;SP;4.015;626.171
03/2023;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Jundiaí;SP;39;5.027
03/2023;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Manoel Feio;SP;91;6.424
03/2023;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Curuputuba;SP;41;8.699
03/2023;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;1.300;315.383
03/2023;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Jundiaí;SP;1.937;265.489
03/2023;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Brisamar;RJ;5.319;1.529.398
03/2023;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;7.108;1.508.110
03/2023;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Arará;RJ;3.083;1.796.773
03/2023;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Brisamar;RJ;525;289.870
03/2023;MRS;Contêiner Cheio de 20 Pés;Final Ramal das Fábricas;SP;Eldorado;MG;1.878;1.807.633
03/2023;MRS;Contêiner Cheio de 20 Pés;Itutinga;MG;Final Ramal das Fábricas;SP;3.523;2.026.644
03/2023;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Conceiçãozinha;SP;1.863;255.346
03/2023;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Boa Vista Velha;SP;3;575
03/2023;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Jundiaí;SP;27;3.766
03/2023;MRS;Contêiner Cheio de 20 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;2.118;513.831
03/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Barnabé;SP;293;153.007
03/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Conceiçãozinha;SP;267;141.609
03/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Dias Tavares;MG;913;267.941
03/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;2.488;911.234
03/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Eldorado;MG;62;39.841
03/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Itatiaia;RJ;28;5.682
03/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Manoel Feio;SP;2.199;998.581
03/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;MultiTerminais;RJ;1.021;203.065
03/2023;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Curuputuba;SP;6.106;1.245.672
03/2023;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Floriano;RJ;136;47.602
03/2023;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Jundiaí;SP;3.814;491.620
03/2023;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Eldorado;MG;290;177.463
03/2023;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Floriano;RJ;7.169;1.014.578
03/2023;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Itatiaia;RJ;28;4.823
03/2023;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;MultiTerminais;RJ;946;159.138
03/2023;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Água Branca;SP;5.061;417.137
03/2023;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Curuputuba;SP;7.996;1.696.519
03/2023;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Jundiaí;SP;5.635;772.344
03/2023;MRS;Contêiner Cheio de 40 Pés;Eldorado;MG;Brisamar;RJ;63;34.784
03/2023;MRS;Contêiner Cheio de 40 Pés;Jundiaí;SP;Barnabé;SP;6.488;836.296
03/2023;MRS;Contêiner Cheio de 40 Pés;Jundiaí;SP;Conceiçãozinha;SP;11.932;1.635.423
03/2023;MRS;Contêiner Cheio de 40 Pés;Manoel Feio;SP;Arará;RJ;392;178.009
03/2023;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Boa Vista Velha;SP;1.467;281.250
03/2023;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Jundiaí;SP;2.921;407.505
03/2023;MRS;Contêiner Cheio de 40 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;2.038;494.424
03/2023;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Eldorado;MG;131;84.182
03/2023;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Itutinga;MG;9;5.586
03/2023;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Eldorado;MG;120;73.433
03/2023;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Itutinga;MG;350;206.517
03/2023;MRS;Contêiner Vazio de 20 Pés;Curuputuba;SP;Barnabé;SP;51;10.404
03/2023;MRS;Contêiner Vazio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;28;5.940
03/2023;MRS;Contêiner Vazio de 20 Pés;Eldorado;MG;Arará;RJ;23;13.403
03/2023;MRS;Contêiner Vazio de 20 Pés;Eldorado;MG;Final Ramal das Fábricas;SP;5;4.033
03/2023;MRS;Contêiner Vazio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;317;76.903
03/2023;MRS;Contêiner Vazio de 20 Pés;Final Ramal das Fábricas;SP;Itutinga;MG;67;38.542
03/2023;MRS;Contêiner Vazio de 20 Pés;Itatiaia;RJ;Arará;RJ;2;405
03/2023;MRS;Contêiner Vazio de 20 Pés;Manoel Feio;SP;Barnabé;SP;9;635
03/2023;MRS;Contêiner Vazio de 20 Pés;Prudente de Morais;MG;Arará;RJ;81;55.675
03/2023;MRS;Contêiner Vazio de 40 Pés;Água Branca;SP;Final Ramal das Fábricas;SP;534;47.202
03/2023;MRS;Contêiner Vazio de 40 Pés;Curuputuba;SP;Conceiçãozinha;SP;819;173.768
03/2023;MRS;Contêiner Vazio de 40 Pés;Dias Tavares;MG;Arará;RJ;65;44.114
03/2023;MRS;Contêiner Vazio de 40 Pés;Edmar Alves;SP;Arará;RJ;286;104.748
03/2023;MRS;Contêiner Vazio de 40 Pés;Eldorado;MG;Arará;RJ;10;5.828
03/2023;MRS;Contêiner Vazio de 40 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;371;90.005
03/2023;MRS;Contêiner Vazio de 40 Pés;Floriano;RJ;Brisamar;RJ;452;63.968
03/2023;MRS;Contêiner Vazio de 40 Pés;Floriano;RJ;Jundiaí;SP;48;18.010
03/2023;MRS;Contêiner Vazio de 40 Pés;Itatiaia;RJ;Arará;RJ;473;95.985
03/2023;MRS;Contêiner Vazio de 40 Pés;Itatiaia;RJ;Brisamar;RJ;10;1.722
03/2023;MRS;Contêiner Vazio de 40 Pés;Manoel Feio;SP;Arará;RJ;133;60.396
03/2023;MRS;Contêiner Vazio de 40 Pés;MultiTerminais;RJ;Arará;RJ;37;7.358
03/2023;MRS;Contêiner Vazio de 40 Pés;MultiTerminais;RJ;Brisamar;RJ;299;50.298
03/2023;MRS;Coque;Baia Sepetiba;RJ;Volta Redonda;RJ;67.909;8.080.899
03/2023;MRS;Coque;Baia Sepetiba;RJ;Wilson Lobato;MG;2.791;1.962.413
03/2023;MRS;Coque;Curuputuba;SP;Ouro Branco;MG;16.722;10.063.684
03/2023;MRS;Coque;Curuputuba;SP;Vespasiano;MG;2.482;1.996.086
03/2023;MRS;Coque;Vespasiano;MG;Ouro Branco;MG;7.279;1.612.677
03/2023;MRS;Demais Produtos;Suzano Novo;SP;Dr. Joaquim Murtinho;MG;2.748;1.746.070
03/2023;MRS;Enxofre;Conceiçãozinha;SP;Várzea Paulista;SP;788;103.962
03/2023;MRS;Escória;Ouro Branco;MG;Wilson Lobato;MG;14.041;3.480.651
03/2023;MRS;Escória;Siderúrgica do Atlântico;RJ;São Bento;SP;3.360;1.407.658
03/2023;MRS;Farelo de Soja;Pederneiras;SP;Santos;SP;14.278;7.439.780
03/2023;MRS;Farelo de Soja;Santos;SP;Pederneiras;SP;78;40.643
03/2023;MRS;Ferro Gusa;Prudente de Morais;MG;Arará;RJ;25.193;17.316.327
03/2023;MRS;Ferro Gusa;Prudente de Morais;MG;Barreiro;MG;2.550;279.798
03/2023;MRS;Ferro Gusa;Prudente de Morais;MG;Itaguai;RJ;432;287.141
03/2023;MRS;Ferro Gusa;São Bento;SP;Arará;RJ;6.200;2.688.399
03/2023;MRS;Ferro Gusa;Sarzedo Novo;MG;Arará;RJ;80.709;44.444.735
03/2023;MRS;Ferro Gusa;Sarzedo Novo;MG;Itaguai;RJ;6.286;3.319.083
03/2023;MRS;Minério de Ferro;Baia Sepetiba;RJ;Volta Redonda;RJ;39.000;4.640.844
03/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Baia Sepetiba;RJ;141.948;72.638.623
03/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Brisamar;RJ;193.828;98.217.880
03/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Guaiba;RJ;56.032;29.912.515
03/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Porto Sudeste;RJ;123.746;63.076.676
03/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Siderúrgica do Atlântico;RJ;83.323;43.555.181
03/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Baia Sepetiba;RJ;1.015.333;447.874.554
03/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Porto Sudeste;RJ;14.622;6.420.681
03/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Volta Redonda;RJ;182.875;58.906.780
03/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Baia Sepetiba;RJ;28.418;12.037.438
03/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Brisamar;RJ;122.545;51.295.498
03/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Porto Sudeste;RJ;14.703;6.198.564
03/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Baia Sepetiba;RJ;103.419;47.161.028
03/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Brisamar;RJ;216.006;97.422.810
03/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Porto Sudeste;RJ;59.412;26.974.175
03/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Volta Redonda;RJ;9.125;3.075.334
03/2023;MRS;Minério de Ferro;Itutinga;MG;Baia Sepetiba;RJ;13.420;4.371.887
03/2023;MRS;Minério de Ferro;Itutinga;MG;Siderúrgica do Atlântico;RJ;14.637;4.929.361
03/2023;MRS;Minério de Ferro;Olhos D Água;MG;Guaiba;RJ;221.594;126.997.072
03/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Baia Sepetiba;RJ;378.078;183.208.281
03/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Guaiba;RJ;1.347.186;682.616.451
03/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Siderúrgica do Atlântico;RJ;223.304;110.664.549
03/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Volta Redonda;RJ;127.505;46.613.532
03/2023;MRS;Minério de Ferro;Pires;MG;Baia Sepetiba;RJ;807.346;366.061.979
03/2023;MRS;Minério de Ferro;Pires;MG;Guaiba;RJ;14.770;7.023.637
03/2023;MRS;Minério de Ferro;Pires;MG;Porto Sudeste;RJ;102.749;46.382.337
03/2023;MRS;Minério de Ferro;Pires;MG;Siderúrgica do Atlântico;RJ;235.607;109.419.189
03/2023;MRS;Minério de Ferro;Sarzedo;MG;Baia Sepetiba;RJ;71.003;37.518.623
03/2023;MRS;Minério de Ferro;Sarzedo;MG;Brisamar;RJ;162.775;85.197.899
03/2023;MRS;Minério de Ferro;Sarzedo;MG;Guaiba;RJ;143.222;78.847.864
03/2023;MRS;Minério de Ferro;Sarzedo;MG;Porto Sudeste;RJ;14.556;7.662.409
03/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Baia Sepetiba;RJ;354.432;186.081.051
03/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Brisamar;RJ;5.767;2.998.909
03/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Guaiba;RJ;14.966;8.188.377
03/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Porto Sudeste;RJ;630.891;329.963.561
03/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Siderúrgica do Atlântico;RJ;14.817;7.942.089
03/2023;MRS;Minério de Ferro;Suzano Novo;SP;Siderúrgica do Atlântico;RJ;40.750;18.401.477
03/2023;MRS;Minério de Ferro;Viga;MG;Baia Sepetiba;RJ;14.535;6.349.934
03/2023;MRS;Minério de Ferro;Viga;MG;Guaiba;RJ;131.129;60.187.161
03/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Cel. João Carlos Guedes;MG;Dias Tavares;MG;23.459;5.382.221
03/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Itaguai;RJ;Pires;MG;33.164;15.136.513
03/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Otavio Dapieve;MG;Ouro Branco;MG;39.030;3.822.403
03/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Viga;MG;Ouro Branco;MG;10.837;311.260
03/2023;MRS;Óleo Diesel;Embiruçu;MG;Cel. João Carlos Guedes;MG;3.363;487.786
03/2023;MRS;Outras - Carga Geral Não Conteinerizada;Brisamar;RJ;Volta Redonda;RJ;540;61.557
03/2023;MRS;Outros Graneis Minerais;Arará;RJ;Dias Tavares;MG;2.088;612.775
03/2023;MRS;Outros Graneis Minerais;Arará;RJ;Terminal Paraibuna de Metais;MG;10.415;3.064.988
03/2023;MRS;Outros Graneis Minerais;Dias Tavares;MG;Prudente de Morais;MG;2.088;947.288
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Boa Vista Velha;SP;Parque Industrial;MG;30;30.744
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Boa Vista Velha;SP;4.995;3.951.743
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Usiminas;SP;7.062;3.802.173
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Manoel Feio;SP;Paulínia;SP;204;32.062
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Arará;RJ;829;407.255
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Barbará;RJ;755;257.810
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Itaguai;RJ;340;159.321
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Parque Industrial;MG;8.150;1.309.819
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;São Bento;SP;24.683;15.114.585
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;São Caetano do Sul;SP;889;597.704
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Parque Industrial;MG;Boa Vista Velha;SP;3.937;3.420.831
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Barbará;RJ;2.779;1.010.397
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Floriano;RJ;1.550;528.833
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Ipiranga;SP;3.739;196.869
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;São Caetano do Sul;SP;1.559;75.553
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Utinga;SP;19.570;877.890
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Volta Redonda;RJ;Ipiranga;SP;915;315.441
03/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Volta Redonda;RJ;Paulínia;SP;1.265;588.558
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Brisamar;RJ;Volta Redonda;RJ;69.052;7.871.651
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Floriano;RJ;Brisamar;RJ;4.355;616.332
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Itaguai;RJ;Floriano;RJ;70;10.466
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Barbará;RJ;2.779;984.482
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Cruzeiro;SP;1.133;502.704
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Manoel Feio;SP;4.864;3.140.339
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Usiminas;SP;667;359.112
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Nova Granja;MG;Barbará;RJ;1.708;850.578
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Parque Industrial;MG;Barbará;RJ;2.106;909.815
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Parque Industrial;MG;Cruzeiro;SP;578;301.395
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Parque Industrial;MG;Utinga;SP;357;273.632
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Cruzeiro;SP;4.427;1.625.240
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Ipiranga;SP;68;3.580
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Paulínia;SP;71;19.240
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Replan;SP;4.809;921.904
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Usiminas;SP;615;102.395
03/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Volta Redonda;RJ;Brisamar;RJ;34.606;3.944.945
03/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Arará;RJ;2.892;848.729
03/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Caçapava;SP;1.019;643.641
03/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Eldorado;MG;2.530;883.314
03/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Pinheirinho;SP;765;622.091
03/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Itaguai;RJ;São Bento;SP;221;90.819
03/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Caçapava;SP;15.138;8.124.746
03/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Itaguai;RJ;2.013;943.279
03/2023;MRS;Prd. Siderúrgicos - Outros;Barbará;RJ;Brisamar;RJ;10.466;1.246.741
03/2023;MRS;Prd. Siderúrgicos - Outros;Barbará;RJ;Cruzeiro;SP;2.279;233.326
03/2023;MRS;Prd. Siderúrgicos - Outros;Brisamar;RJ;Curuputuba;SP;21.187;6.092.004
03/2023;MRS;Prd. Siderúrgicos - Outros;Floriano;RJ;Volta Redonda;RJ;495;13.625
03/2023;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;Arará;RJ;816;85.949
03/2023;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;Caçapava;SP;9.417;3.157.613
03/2023;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;Parque Industrial;MG;868;537.243
03/2023;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;Pinheirinho;SP;239;101.423
03/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Curuputuba;SP;5.046;2.572.066
03/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Floriano;RJ;661;240.413
03/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Manoel Feio;SP;9.301;6.004.994
03/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Piaçaguera;SP;6.139;4.342.654
03/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Utinga;SP;8.215;5.657.867
03/2023;MRS;Prd. Siderúrgicos - Outros;Manoel Feio;SP;Ipiranga;SP;456;16.097
03/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Arará;RJ;2.945;1.446.763
03/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Caçapava;SP;3.756;2.015.890
